participantID;age;gender;handedness;block_i;trial_i;stim;signal;SSD;response;rt;correct;focus;Fullscreen;time_elapsed;browser_name;browser_version;os_name;os_version;tablet;mobile;screen_resolution;window_resolution
S006;53;Vrouwelijk;Links;0;1;left;no;200;undefined;null;false;focus;yes;96339;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;0;2;right;no;200;rightarrow;755;true;focus;yes;98621;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;0;3;right;no;200;rightarrow;640;true;focus;yes;100781;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;0;4;left;yes;200;leftarrow;943;false;focus;yes;103244;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;0;5;left;no;150;leftarrow;795;true;focus;yes;105562;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;0;6;left;no;150;leftarrow;500;true;focus;yes;107576;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;0;7;right;no;150;rightarrow;779;true;focus;yes;109871;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;0;8;right;yes;150;rightarrow;462;false;focus;yes;111851;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;1;left;no;100;leftarrow;955;true;focus;yes;133351;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;2;left;no;100;leftarrow;562;true;focus;yes;134678;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;3;right;no;100;rightarrow;629;true;focus;yes;136073;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;4;right;no;100;rightarrow;542;true;focus;yes;137378;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;5;left;yes;100;undefined;null;true;focus;yes;139393;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;6;left;no;150;leftarrow;665;true;focus;yes;140821;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;7;right;yes;150;rightarrow;445;false;focus;yes;142025;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;8;right;no;100;rightarrow;609;true;focus;yes;143397;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;9;right;no;100;rightarrow;524;true;focus;yes;144680;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;10;right;no;100;rightarrow;530;true;focus;yes;145974;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;11;left;no;100;leftarrow;772;true;focus;yes;147504;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;12;left;yes;100;undefined;null;true;focus;yes;149522;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;13;right;yes;150;undefined;null;true;focus;yes;151537;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;14;right;no;200;rightarrow;583;true;focus;yes;152882;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;15;left;no;200;leftarrow;485;true;focus;yes;154130;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;16;left;no;200;leftarrow;542;true;focus;yes;155435;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;17;left;yes;200;undefined;null;true;focus;yes;157452;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;18;left;no;250;leftarrow;610;true;focus;yes;158822;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;19;right;yes;250;undefined;null;true;focus;yes;160843;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;20;right;no;300;rightarrow;470;true;focus;yes;162073;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;21;left;no;300;leftarrow;555;true;focus;yes;163390;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;22;left;no;300;leftarrow;538;true;focus;yes;164695;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;23;right;no;300;rightarrow;709;true;focus;yes;166168;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;24;right;no;300;rightarrow;576;true;focus;yes;167507;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;25;right;no;300;rightarrow;478;true;focus;yes;168745;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;26;right;no;300;rightarrow;588;true;focus;yes;170095;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;27;right;no;300;rightarrow;484;true;focus;yes;171344;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;28;left;yes;300;undefined;null;true;focus;yes;173361;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;29;left;no;350;leftarrow;675;true;focus;yes;174798;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;30;left;no;350;leftarrow;601;true;focus;yes;176159;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;31;right;yes;350;rightarrow;597;false;focus;yes;177520;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;32;left;no;300;leftarrow;867;true;focus;yes;179152;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;33;right;yes;300;undefined;null;true;focus;yes;181168;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;34;left;no;350;leftarrow;862;true;focus;yes;182797;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;35;right;no;350;rightarrow;871;true;focus;yes;184428;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;36;left;no;350;leftarrow;906;true;focus;yes;186093;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;37;right;no;350;rightarrow;607;true;focus;yes;187466;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;38;right;no;350;rightarrow;802;true;focus;yes;189030;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;39;left;no;350;leftarrow;715;true;focus;yes;190503;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;40;left;yes;350;leftarrow;654;false;focus;yes;191921;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;41;right;no;300;rightarrow;723;true;focus;yes;193406;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;42;left;yes;300;undefined;null;true;focus;yes;195424;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;43;left;no;350;leftarrow;748;true;focus;yes;196939;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;44;right;yes;350;undefined;null;true;focus;yes;198952;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;45;right;no;400;rightarrow;767;true;focus;yes;200483;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;46;left;no;400;leftarrow;861;true;focus;yes;202103;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;47;left;no;400;leftarrow;872;true;focus;yes;203734;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;48;right;no;400;rightarrow;697;true;focus;yes;205197;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;49;left;no;400;leftarrow;650;true;focus;yes;206614;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;50;right;yes;400;undefined;null;true;focus;yes;208632;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;51;right;no;450;rightarrow;652;true;focus;yes;210046;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;52;left;no;450;leftarrow;579;true;focus;yes;211384;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;53;right;no;450;rightarrow;858;true;focus;yes;213005;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;54;left;yes;450;leftarrow;663;false;focus;yes;214433;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;55;right;no;400;rightarrow;733;true;focus;yes;215929;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;56;left;no;400;leftarrow;837;true;focus;yes;217527;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;57;right;no;400;rightarrow;823;true;focus;yes;219113;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;58;left;no;400;leftarrow;801;true;focus;yes;220678;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;59;left;yes;400;undefined;null;true;focus;yes;222696;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;60;right;yes;450;rightarrow;762;false;focus;yes;224221;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;61;right;no;400;rightarrow;664;true;focus;yes;225650;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
S006;53;Vrouwelijk;Links;1;62;left;no;400;leftarrow;882;true;focus;yes;227293;Chrome;109.0;macOS;10.15.7;undefined;undefined;2560 x 1440;2560 x 1440
