participantID;age;gender;handedness;block_i;trial_i;stim;signal;SSD;response;rt;correct;focus;Fullscreen;time_elapsed;browser_name;browser_version;os_name;os_version;tablet;mobile;screen_resolution;window_resolution
S004;53;Mannelijk;Rechts;0;1;right;no;200;rightarrow;589;true;focus;yes;158020;Chrome;109.0;Windows;10;undefined;undefined;1920 x 1080;1920 x 1080
S004;53;Mannelijk;Rechts;0;2;right;no;200;rightarrow;497;true;focus;yes;160074;Chrome;109.0;Windows;10;undefined;undefined;1920 x 1080;1920 x 1080
S004;53;Mannelijk;Rechts;0;3;right;no;200;rightarrow;479;true;focus;yes;162092;Chrome;109.0;Windows;10;undefined;undefined;1920 x 1080;1920 x 1080
S004;53;Mannelijk;Rechts;0;4;left;no;200;leftarrow;351;true;focus;yes;163972;Chrome;109.0;Windows;10;undefined;undefined;1920 x 1080;1920 x 1080
S004;53;Mannelijk;Rechts;0;5;left;no;200;leftarrow;312;true;focus;yes;165818;Chrome;109.0;Windows;10;undefined;undefined;1920 x 1080;1920 x 1080
S004;53;Mannelijk;Rechts;0;6;right;yes;200;rightarrow;261;false;focus;yes;167612;Chrome;109.0;Windows;10;undefined;undefined;1920 x 1080;1920 x 1080
S004;53;Mannelijk;Rechts;0;7;left;yes;150;leftarrow;395;false;focus;yes;169566;Chrome;109.0;Windows;10;undefined;undefined;1920 x 1080;1920 x 1080
S004;53;Mannelijk;Rechts;0;8;left;no;100;leftarrow;725;true;focus;yes;171822;Chrome;109.0;Windows;10;undefined;undefined;1920 x 1080;1920 x 1080
S004;53;Mannelijk;Rechts;1;1;right;no;100;rightarrow;417;true;focus;yes;192482;Chrome;109.0;Windows;10;undefined;undefined;1920 x 1080;1920 x 1080
S004;53;Mannelijk;Rechts;1;2;right;no;100;rightarrow;406;true;focus;yes;193654;Chrome;109.0;Windows;10;undefined;undefined;1920 x 1080;1920 x 1080
S004;53;Mannelijk;Rechts;1;3;right;yes;100;undefined;null;true;focus;yes;195676;Chrome;109.0;Windows;10;undefined;undefined;1920 x 1080;1920 x 1080
S004;53;Mannelijk;Rechts;1;4;left;no;150;leftarrow;359;true;focus;yes;196835;Chrome;109.0;Windows;10;undefined;undefined;1920 x 1080;1920 x 1080
S004;53;Mannelijk;Rechts;1;5;left;yes;150;leftarrow;284;false;focus;yes;197888;Chrome;109.0;Windows;10;undefined;undefined;1920 x 1080;1920 x 1080
S004;53;Mannelijk;Rechts;1;6;left;no;100;leftarrow;411;true;focus;yes;199095;Chrome;109.0;Windows;10;undefined;undefined;1920 x 1080;1920 x 1080
S004;53;Mannelijk;Rechts;1;7;right;no;100;rightarrow;363;true;focus;yes;200240;Chrome;109.0;Windows;10;undefined;undefined;1920 x 1080;1920 x 1080
S004;53;Mannelijk;Rechts;1;8;left;no;100;leftarrow;313;true;focus;yes;201323;Chrome;109.0;Windows;10;undefined;undefined;1920 x 1080;1920 x 1080
S004;53;Mannelijk;Rechts;1;9;right;no;100;rightarrow;152;true;focus;yes;202244;Chrome;109.0;Windows;10;undefined;undefined;1920 x 1080;1920 x 1080
S004;53;Mannelijk;Rechts;1;10;left;no;100;leftarrow;290;true;focus;yes;203317;Chrome;109.0;Windows;10;undefined;undefined;1920 x 1080;1920 x 1080
S004;53;Mannelijk;Rechts;1;11;right;no;100;rightarrow;209;true;focus;yes;204311;Chrome;109.0;Windows;10;undefined;undefined;1920 x 1080;1920 x 1080
S004;53;Mannelijk;Rechts;1;12;left;no;100;leftarrow;255;true;focus;yes;205337;Chrome;109.0;Windows;10;undefined;undefined;1920 x 1080;1920 x 1080
