participantID,age,gender,handedness,block_i,trial_i,stim,signal,SSD,response,rt,correct,focus,Fullscreen,time_elapsed,browser_name,browser_version,os_name,os_version,tablet,mobile,screen_resolution,window_resolution
S016,51,Mannelijk,Rechts,0,1,right,yes,200,rightarrow,722,false,focus,yes,229815,Chrome,112.0,Windows,10,undefined,undefined,2560 x 1440,2560 x 1440
S016,51,Mannelijk,Rechts,0,2,left,no,150,leftarrow,597,true,focus,yes,231935,Chrome,112.0,Windows,10,undefined,undefined,2560 x 1440,2560 x 1440
S016,51,Mannelijk,Rechts,0,3,left,no,150,leftarrow,541,true,focus,yes,233998,Chrome,112.0,Windows,10,undefined,undefined,2560 x 1440,2560 x 1440
S016,51,Mannelijk,Rechts,0,4,right,no,150,rightarrow,501,true,focus,yes,236047,Chrome,112.0,Windows,10,undefined,undefined,2560 x 1440,2560 x 1440
S016,51,Mannelijk,Rechts,0,5,right,no,150,rightarrow,600,true,focus,yes,238183,Chrome,112.0,Windows,10,undefined,undefined,2560 x 1440,2560 x 1440
S016,51,Mannelijk,Rechts,0,6,right,no,150,rightarrow,473,true,focus,yes,240183,Chrome,112.0,Windows,10,undefined,undefined,2560 x 1440,2560 x 1440
S016,51,Mannelijk,Rechts,0,7,left,no,150,leftarrow,547,true,focus,yes,242255,Chrome,112.0,Windows,10,undefined,undefined,2560 x 1440,2560 x 1440
S016,51,Mannelijk,Rechts,0,8,left,yes,150,undefined,null,true,focus,yes,245054,Chrome,112.0,Windows,10,undefined,undefined,2560 x 1440,2560 x 1440
S016,51,Mannelijk,Rechts,1,1,right,yes,200,undefined,null,true,focus,yes,272309,Chrome,112.0,Windows,10,undefined,undefined,2560 x 1440,2560 x 1440
S016,51,Mannelijk,Rechts,1,2,right,no,250,rightarrow,831,true,focus,yes,273911,Chrome,112.0,Windows,10,undefined,undefined,2560 x 1440,2560 x 1440
S016,51,Mannelijk,Rechts,1,3,right,no,250,rightarrow,594,true,focus,yes,275279,Chrome,112.0,Windows,10,undefined,undefined,2560 x 1440,2560 x 1440
