participantID;age;gender;handedness;block_i;trial_i;stim;signal;SSD;response;rt;correct;focus;Fullscreen;time_elapsed;browser_name;browser_version;os_name;os_version;tablet;mobile;screen_resolution;window_resolution
H016;53;Vrouwelijk;Rechts;0;1;right;no;200;rightarrow;639;true;focus;yes;151911;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
H016;53;Vrouwelijk;Rechts;0;2;left;no;200;leftarrow;573;true;focus;yes;154015;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
H016;53;Vrouwelijk;Rechts;0;3;right;no;200;rightarrow;417;true;focus;yes;155962;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
H016;53;Vrouwelijk;Rechts;0;4;left;no;200;leftarrow;404;true;focus;yes;157891;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
H016;53;Vrouwelijk;Rechts;0;5;left;no;200;leftarrow;412;true;focus;yes;159846;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
H016;53;Vrouwelijk;Rechts;0;6;left;yes;200;leftarrow;411;false;focus;yes;161801;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
H016;53;Vrouwelijk;Rechts;0;7;right;no;150;rightarrow;414;true;focus;yes;163753;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
H016;53;Vrouwelijk;Rechts;0;8;right;yes;150;rightarrow;416;false;focus;yes;165704;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
H016;53;Vrouwelijk;Rechts;1;1;right;yes;100;rightarrow;411;false;focus;yes;186185;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
H016;53;Vrouwelijk;Rechts;1;2;left;no;50;leftarrow;764;true;focus;yes;187727;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
H016;53;Vrouwelijk;Rechts;1;3;left;no;50;leftarrow;382;true;focus;yes;188885;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
H016;53;Vrouwelijk;Rechts;1;4;right;no;50;rightarrow;414;true;focus;yes;190074;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
H016;53;Vrouwelijk;Rechts;1;5;left;no;50;leftarrow;488;true;focus;yes;191335;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
H016;53;Vrouwelijk;Rechts;1;6;right;no;50;rightarrow;637;true;focus;yes;192748;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
H016;53;Vrouwelijk;Rechts;1;7;left;yes;50;undefined;null;true;focus;yes;194773;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
H016;53;Vrouwelijk;Rechts;1;8;right;no;100;rightarrow;374;true;focus;yes;195919;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
H016;53;Vrouwelijk;Rechts;1;9;right;yes;100;undefined;null;true;focus;yes;197958;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
H016;53;Vrouwelijk;Rechts;1;10;right;no;150;rightarrow;496;true;focus;yes;199227;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
H016;53;Vrouwelijk;Rechts;1;11;left;no;150;leftarrow;396;true;focus;yes;200398;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
H016;53;Vrouwelijk;Rechts;1;12;right;no;150;rightarrow;551;true;focus;yes;201724;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
H016;53;Vrouwelijk;Rechts;1;13;left;no;150;leftarrow;671;true;focus;yes;203166;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
H016;53;Vrouwelijk;Rechts;1;14;right;no;150;rightarrow;376;true;focus;yes;204304;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
H016;53;Vrouwelijk;Rechts;1;15;left;no;150;leftarrow;435;true;focus;yes;205516;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
H016;53;Vrouwelijk;Rechts;1;16;left;yes;150;undefined;null;true;focus;yes;207551;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
H016;53;Vrouwelijk;Rechts;1;17;left;no;200;leftarrow;576;true;focus;yes;208900;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
H016;53;Vrouwelijk;Rechts;1;18;right;yes;200;rightarrow;350;false;focus;yes;210030;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
H016;53;Vrouwelijk;Rechts;1;19;right;no;150;rightarrow;662;true;focus;yes;211466;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
H016;53;Vrouwelijk;Rechts;1;20;right;no;150;rightarrow;484;true;focus;yes;212712;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
H016;53;Vrouwelijk;Rechts;1;21;right;no;150;rightarrow;687;true;focus;yes;214161;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
H016;53;Vrouwelijk;Rechts;1;22;left;no;150;leftarrow;499;true;focus;yes;215443;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
H016;53;Vrouwelijk;Rechts;1;23;left;yes;150;undefined;null;true;focus;yes;217483;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
H016;53;Vrouwelijk;Rechts;1;24;left;no;200;leftarrow;524;true;focus;yes;218786;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
H016;53;Vrouwelijk;Rechts;1;25;left;no;200;leftarrow;539;true;focus;yes;220107;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
