participantID,age,gender,handedness,block_i,trial_i,stim,signal,SSD,response,rt,correct,focus,Fullscreen,time_elapsed,browser_name,browser_version,os_name,os_version,tablet,mobile,screen_resolution,window_resolution
S019,19,Vrouwelijk,Rechts,0,1,left,no,200,leftarrow,474,true,focus,yes,330196,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,0,2,left,yes,200,leftarrow,465,false,focus,yes,332204,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,0,3,right,no,150,rightarrow,457,true,focus,yes,334210,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,0,4,right,yes,150,rightarrow,428,false,focus,yes,336181,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,0,5,left,no,100,leftarrow,467,true,focus,yes,338176,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,0,6,right,no,100,rightarrow,649,true,focus,yes,340368,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,0,7,left,no,100,leftarrow,352,true,focus,yes,342245,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,0,8,right,no,100,rightarrow,306,true,focus,yes,344093,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,1,1,left,no,100,leftarrow,291,true,focus,yes,364376,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,1,2,left,yes,100,leftarrow,368,false,focus,yes,365519,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,1,3,left,no,50,leftarrow,332,true,focus,yes,366617,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,1,4,left,no,50,leftarrow,303,true,focus,yes,367687,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,1,5,right,no,50,rightarrow,389,true,focus,yes,368856,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,1,6,right,no,50,rightarrow,284,true,focus,yes,369918,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,1,7,right,yes,50,rightarrow,287,false,focus,yes,370972,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,1,8,right,no,50,rightarrow,395,true,focus,yes,372145,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,1,9,left,no,50,leftarrow,470,true,focus,yes,373387,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,1,10,right,yes,50,undefined,null,true,focus,yes,375431,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,1,11,left,yes,100,undefined,null,true,focus,yes,377458,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,1,12,right,no,150,rightarrow,477,true,focus,yes,378701,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,1,13,left,no,150,leftarrow,368,true,focus,yes,379851,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,1,14,right,no,150,rightarrow,295,true,focus,yes,380928,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,1,15,left,no,150,leftarrow,321,true,focus,yes,382021,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,1,16,right,no,150,rightarrow,281,true,focus,yes,383081,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,1,17,left,no,150,leftarrow,283,true,focus,yes,384132,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,1,18,right,no,150,rightarrow,248,true,focus,yes,385164,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,1,19,right,yes,150,undefined,null,true,focus,yes,387184,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,1,20,right,no,200,rightarrow,289,true,focus,yes,388255,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,1,21,left,no,200,leftarrow,366,true,focus,yes,389399,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,1,22,left,no,200,leftarrow,455,true,focus,yes,390638,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,1,23,left,yes,200,undefined,null,true,focus,yes,392679,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,1,24,right,no,250,rightarrow,453,true,focus,yes,393902,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,1,25,left,no,250,leftarrow,467,true,focus,yes,395150,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,1,26,left,no,250,leftarrow,449,true,focus,yes,396381,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,1,27,right,yes,250,rightarrow,434,false,focus,yes,397584,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,1,28,right,no,200,rightarrow,424,true,focus,yes,398789,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,1,29,left,no,200,leftarrow,446,true,focus,yes,399996,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,1,30,right,no,200,rightarrow,311,true,focus,yes,401076,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,1,31,left,yes,200,leftarrow,338,false,focus,yes,402185,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,1,32,right,no,150,rightarrow,438,true,focus,yes,403404,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,1,33,right,no,150,rightarrow,354,true,focus,yes,404518,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,1,34,left,no,150,leftarrow,351,true,focus,yes,405649,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,1,35,left,no,150,leftarrow,455,true,focus,yes,406870,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,1,36,right,no,150,rightarrow,356,true,focus,yes,408004,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,1,37,right,no,150,leftarrow,370,false,focus,yes,409136,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
S019,19,Vrouwelijk,Rechts,1,38,right,yes,150,undefined,null,true,focus,yes,411167,Chrome,112.0,Windows,10,undefined,undefined,1536 x 864,1536 x 864
