participantID;age;gender;handedness;block_i;trial_i;stim;signal;SSD;response;rt;correct;focus;Fullscreen;time_elapsed;browser_name;browser_version;os_name;os_version;tablet;mobile;screen_resolution;window_resolution
S018;36;Mannelijk;Rechts;0;1;right;no;200;rightarrow;761;true;focus;yes;1367245;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
S018;36;Mannelijk;Rechts;0;2;left;no;200;leftarrow;431;true;focus;yes;1369211;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
S018;36;Mannelijk;Rechts;0;3;left;no;200;leftarrow;401;true;focus;yes;1371145;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
S018;36;Mannelijk;Rechts;0;4;left;no;200;leftarrow;405;true;focus;yes;1373083;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
S018;36;Mannelijk;Rechts;0;5;right;no;200;rightarrow;399;true;focus;yes;1375012;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
S018;36;Mannelijk;Rechts;0;6;right;yes;200;rightarrow;429;false;focus;yes;1376974;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
S018;36;Mannelijk;Rechts;0;7;left;yes;150;leftarrow;545;false;focus;yes;1379059;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
S018;36;Mannelijk;Rechts;0;8;right;no;100;rightarrow;299;true;focus;yes;1380895;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
S018;36;Mannelijk;Rechts;1;1;right;yes;100;rightarrow;403;false;focus;yes;1456704;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
S018;36;Mannelijk;Rechts;1;2;left;yes;50;leftarrow;379;false;focus;yes;1457851;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
S018;36;Mannelijk;Rechts;1;3;right;no;50;rightarrow;252;true;focus;yes;1458864;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
S018;36;Mannelijk;Rechts;1;4;right;no;50;leftarrow;216;false;focus;yes;1459859;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
S018;36;Mannelijk;Rechts;1;5;left;no;50;leftarrow;364;true;focus;yes;1460991;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
S018;36;Mannelijk;Rechts;1;6;left;no;50;leftarrow;427;true;focus;yes;1462185;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
S018;36;Mannelijk;Rechts;1;7;left;no;50;leftarrow;285;true;focus;yes;1463243;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
S018;36;Mannelijk;Rechts;1;8;right;no;50;leftarrow;251;false;focus;yes;1464261;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
S018;36;Mannelijk;Rechts;1;9;left;no;50;leftarrow;342;true;focus;yes;1465368;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
S018;36;Mannelijk;Rechts;1;10;left;no;50;rightarrow;191;false;focus;yes;1466334;Chrome;112.0;Windows;10;undefined;undefined;1536 x 864;1536 x 864
